epoch,train_loss,val_loss,accuracy,precision,recall,iou
1,0.4388388348054793,0.40821247502249114,0.7062718084929982,0.685548726846156,0.9891663741044961,0.6790007874514574
2,0.42883356785264,0.4050351352918716,0.76500864332752,0.7328856019919252,0.9819546868365099,0.7220493505495068
3,0.4284878267040512,0.4115498165289561,0.7955876907717857,0.7613340000901009,0.9762563879387852,0.7462884451512697
4,0.4258072888224969,0.4046049653267374,0.816042735476902,0.7813116784718482,0.97393524200304,0.7649379797308825
5,0.4270918869380821,0.4052395644236584,0.8244735414184021,0.7885104340685944,0.9746157295625033,0.7722706420180399
6,0.42620693434189266,0.4051234835670108,0.8316972614610242,0.7965605909780306,0.9731828018964961,0.7789805074900041
7,0.42495746611969015,0.4045617943312846,0.8403149594476714,0.8078707570521748,0.9717901623318631,0.7888167375546485
8,0.4245110856303909,0.40508168347838786,0.841334639008407,0.809608575029132,0.9703484735368291,0.7902062018673708
9,0.42563317197190187,0.4056000397318885,0.8416045097641444,0.8106630397272018,0.9688724853417289,0.7895224795383238
10,0.4247595346043546,0.4038555393008148,0.8459667093790922,0.813714652644753,0.9706088196674674,0.7940740206710095
11,0.4232479840053195,0.4048410422947942,0.8499768534639003,0.8173933563326351,0.9704446318896364,0.7976379791702278
12,0.4250971688544704,0.40279077186065465,0.8472812137483159,0.815893244781035,0.9701284183486426,0.7957236739708987
13,0.42294820363303565,0.4025483609867745,0.8535426151775665,0.8220884634710935,0.971603613883141,0.802829769363895
14,0.4224031355652364,0.40358124399671746,0.8546625246449667,0.8236875646830997,0.9701023378956642,0.803166122259101
15,0.42340920595923287,0.4028164606516053,0.8519944532372145,0.821444512341273,0.9696298795915299,0.8007374912036532
16,0.42390582061115406,0.40279235685763715,0.8527650976343377,0.8226013998374169,0.9689662600305757,0.8018885594194733
17,0.4240824398131686,0.40290720243843237,0.8500496674372529,0.8200840443256764,0.9683989197131725,0.7988342675253575
18,0.42287076647295563,0.40231528756569845,0.8548707127107257,0.8246448367022354,0.9692282491736839,0.803993806300924
19,0.42341693368983174,0.4022728727788341,0.854148154418756,0.8235105369747381,0.9690285547118243,0.8026127859022367
20,0.42269503936925285,0.40271487426595626,0.8554143320029811,0.8254873303529817,0.9701948793829647,0.8051497121613314
21,0.42138978920094233,0.40244147303153055,0.8606741805832674,0.831472678407157,0.9691101817653337,0.8101688133197535
22,0.422369793666244,0.4030391332649049,0.8568005993788345,0.8274042323695546,0.9707703828115871,0.8072612750043201
23,0.4215750934316954,0.40311288428144393,0.8597643485560955,0.8307383979166992,0.9697201732647558,0.8099445972867049
24,0.4211890404094518,0.40236758901959374,0.8599929210624806,0.8309818314033259,0.9707305589654567,0.8104586754617524
25,0.42161866065825004,0.40196695153405065,0.8603041173187211,0.8304806499513671,0.9715312893868421,0.8104656304192914
26,0.4227957346328038,0.4020524024963379,0.8571496200584716,0.8271374671723593,0.970515649374357,0.8067224996041231
27,0.4215646088993039,0.40174830122058897,0.859611219643155,0.8307232413774335,0.9708019196987152,0.8105191578834902
28,0.4209404956795826,0.4028842384312429,0.8616949378980273,0.8323938490583739,0.9711697907531308,0.8118592463868601
29,0.42151821268439754,0.40195463202437576,0.8592939056195174,0.8296921380762924,0.9705092229152004,0.809634265065889
30,0.42196820914049554,0.40240401698618516,0.8583000807330766,0.8287592170187471,0.9713090175784516,0.8086412409574141
31,0.421676540334169,0.4022468052753786,0.8593923993959501,0.8299243652519085,0.9710045492834618,0.8097920309360853
32,0.4215821137340152,0.40195891626027164,0.8598836832009401,0.8294041937485279,0.9708770288567599,0.8095286254868898
33,0.42115449496628243,0.402438176732485,0.8616477919575769,0.8321478228421758,0.9709364407721197,0.8122627430301927
34,0.4191570157032996,0.40241277359780814,0.8671918193653864,0.8378365228264248,0.9719125393647629,0.818079447062099
35,0.42075218637165857,0.40211665143772046,0.86279411010937,0.8336293793316017,0.971602351169178,0.8139345755778862
